item,gen
409202,"['Utilities', 'Design & Illustration', 'Photo Editing']"
409203,"['Utilities', 'Design & Illustration', 'Photo Editing']"
409204,"['Utilities', 'Design & Illustration', 'Photo Editing']"
409240,"['Utilities', 'Design & Illustration', 'Photo Editing']"
409653,"['Utilities', 'Design & Illustration', 'Photo Editing']"
409241,"['Utilities', 'Design & Illustration', 'Photo Editing']"
409250,"['Utilities', 'Design & Illustration', 'Photo Editing']"
409251,"['Utilities', 'Design & Illustration', 'Photo Editing']"
409252,"['Utilities', 'Design & Illustration', 'Photo Editing']"
409253,"['Utilities', 'Design & Illustration', 'Photo Editing']"
409254,"['Utilities', 'Design & Illustration', 'Photo Editing']"
409255,"['Utilities', 'Design & Illustration', 'Photo Editing']"
409256,"['Utilities', 'Design & Illustration', 'Photo Editing']"
409257,"['Utilities', 'Design & Illustration', 'Photo Editing']"
409650,"['Utilities', 'Design & Illustration', 'Photo Editing']"
409651,"['Utilities', 'Design & Illustration', 'Photo Editing']"
409652,"['Utilities', 'Design & Illustration', 'Photo Editing']"
488990,"['Utilities', 'Design & Illustration', 'Photo Editing']"
488991,"['Utilities', 'Design & Illustration', 'Photo Editing']"
463070,"['Indie', 'Action']"
470870,"['Indie', 'Action']"
351240,"['Indie', 'Action']"
453880,"['Indie', 'Action', 'Adventure']"
370550,"['Indie', 'Action', 'Adventure', 'Casual']"
394290,"['Indie', 'Action', 'Casual', 'Sports']"
525450,"['Indie', 'Action']"
385830,"['Indie', 'Action', 'Adventure', 'RPG']"
423840,"['Indie', 'Action', 'Adventure', 'Casual', 'RPG']"
466420,"['Indie', 'Action', 'Adventure', 'Casual', 'RPG']"
355760,"['Indie', 'Adventure', 'Casual']"
438340,"['Indie', 'Adventure', 'Casual']"
463030,"['Adventure', 'Casual']"
409660,"['Indie', 'Action', 'Adventure']"
95300,"['Indie', 'Action']"
287220,"['Indie', 'Casual', 'Simulation', 'Early Access']"
208750,"['Indie', 'Action', 'Adventure', 'RPG']"
344740,"['Indie', 'Action', 'Adventure', 'Strategy', 'Early Access']"
389220,"['Indie', 'Action', 'Casual', 'Simulation', 'Early Access']"
276440,['Casual']
288610,['Casual']
374510,"['Indie', 'Adventure']"
374840,['Casual']
454230,"['Indie', 'Adventure', 'Casual']"
432470,"['Indie', 'Adventure']"
456120,"['Indie', 'Adventure']"
290060,"['Indie', 'Adventure']"
483300,"['Indie', 'Adventure']"
65080,['Adventure']
277540,['Casual']
283470,['Casual']
288500,"['Indie', 'Adventure']"
288630,"['Adventure', 'Casual']"
299020,['Casual']
368880,"['Adventure', 'Casual']"
372890,"['Adventure', 'Casual']"
485090,"['Indie', 'Action', 'Adventure', 'Casual']"
385230,"['Indie', 'Action', 'Adventure']"
387880,"['Indie', 'Action', 'Adventure']"
454130,"['Indie', 'Action']"
394840,"['Indie', 'Adventure', 'Simulation', 'RPG']"
253710,"['Action', 'Adventure', 'Simulation', 'Free to Play', 'Sports']"
252750,"['Indie', 'Action', 'Adventure', 'Casual', 'Strategy']"
365670,"['Design & Illustration', 'Animation & Modeling', 'Video Production', 'Mod']"
433380,"['Indie', 'Action', 'Adventure']"
410380,"['Adventure', 'Strategy', 'RPG', 'Free to Play']"
214970,"['Indie', 'Action']"
242590,['Not Game']
458410,"['Strategy', 'Early Access', 'Free to Play']"
348200,"['Utilities', 'Design & Illustration', 'Web Publishing']"
226320,['Not Game']
246620,"['Indie', 'Casual', 'Strategy', 'Simulation']"
407700,"['Indie', 'Action', 'Adventure', 'RPG', 'Early Access', 'Massively Multiplayer', 'Multiplayer']"
463120,"['Action', 'Casual', 'Strategy']"
3510,['Casual']
207420,"['Indie', 'Action', 'Adventure']"
449170,['Not Game']
370480,"['Indie', 'Action']"
276240,"['Casual', 'Simulation']"
246420,"['Indie', 'Action', 'Strategy']"
236110,"['Indie', 'Action', 'Strategy', 'RPG', 'Free to Play']"
347630,"['Indie', 'Action', 'Casual', 'Strategy', 'RPG', 'Free to Play', 'Massively Multiplayer', 'Multiplayer']"
344340,"['Indie', 'Strategy', 'Simulation', 'Sports']"
3630,['Not Game']
411182,['Not Game']
312630,"['Indie', 'Strategy']"
34920,"['Indie', 'Action', 'Casual']"
383780,['Adventure']
497360,['Not Game']
29900,['Action']
322950,"['Indie', 'Casual', 'Strategy', 'Simulation', 'Sports']"
233860,"['Indie', 'Action', 'Strategy', 'Simulation', 'RPG', 'Early Access']"
476030,"['Indie', 'Action', 'RPG']"
340700,"['Indie', 'Casual']"
461710,"['Indie', 'Adventure', 'RPG']"
461680,"['Indie', 'Simulation', 'Free to Play', 'Racing']"
338550,"['Indie', 'Casual']"
233700,"['Indie', 'Casual', 'Strategy', 'RPG']"
404850,"['Indie', 'Casual']"
253960,['Adventure']
277950,['Not Game']
3230,['Strategy']
37340,['Casual']
55040,"['Indie', 'Strategy']"
7610,['Strategy']
296730,"['Indie', 'Action', 'Adventure']"
7620,['Strategy']
227300,"['Indie', 'Simulation']"
1920,['Not Game']
444460,"['Indie', 'Action', 'Strategy', 'Early Access']"
513150,['Not Game']
294550,"['Adventure', 'Casual']"
10660,['Not Game']
11260,"['Strategy', 'Simulation']"
339590,"['Indie', 'Action', 'Adventure', 'Casual']"
367240,"['Action', 'Adventure', 'RPG']"
324360,"['Indie', 'Action', 'Strategy', 'Early Access']"
45900,['Not Game']
342630,"['Adventure', 'Casual']"
373100,['Not Game']
374150,"['Indie', 'Strategy', 'Simulation']"
325610,['Strategy']
295670,"['Indie', 'Action']"
393290,['Racing']
350910,"['Indie', 'Action']"
452000,"['Action', 'Simulation']"
223330,['RPG']
315640,['Not Game']
200530,['Not Game']
414770,"['Indie', 'Action', 'Strategy', 'Simulation', 'Early Access']"
282880,"['Indie', 'Casual', 'Strategy', 'Early Access']"
409870,['RPG']
485560,"['Indie', 'Action', 'Adventure', 'Casual']"
214320,['Not Game']
403130,['Not Game']
491950,['Not Game']
401330,"['Indie', 'Action', 'Adventure', 'Casual']"
21900,['Not Game']
18110,['Not Game']
388300,"['Indie', 'Adventure']"
284680,['Not Game']
355980,"['Indie', 'Strategy']"
423580,"['Strategy', 'Simulation']"
444580,['Adventure']
202530,['Not Game']
236150,"['Action', 'Simulation', 'RPG']"
288710,"['Casual', 'Simulation']"
328310,['Simulation']
405370,"['Indie', 'Action', 'Adventure', 'RPG']"
231720,"['Indie', 'Casual']"
207530,"['Indie', 'Action']"
380150,['Adventure']
4880,['Strategy']
243970,"['Indie', 'Action', 'Strategy']"
355270,"['Indie', 'Adventure']"
104000,"['Indie', 'Strategy']"
21030,['Not Game']
296280,"['Indie', 'Strategy', 'Simulation']"
12150,['Not Game']
255500,['Not Game']
393930,"['Indie', 'Action', 'Casual', 'RPG', 'Early Access', 'Free to Play', 'Sports']"
37400,"['Indie', 'Adventure']"
451210,"['Action', 'Sports']"
24410,['Strategy']
494460,['Not Game']
100970,['Not Game']
9340,['Not Game']
367550,"['Action', 'Casual', 'Strategy', 'Simulation', 'Sports']"
276380,"['Casual', 'Simulation']"
360850,"['Indie', 'Casual']"
334140,"['Indie', 'Action', 'Casual']"
9930,['Not Game']
314470,"['Indie', 'RPG']"
242800,['Not Game']
327090,"['Indie', 'Action', 'Adventure', 'Simulation', 'RPG', 'Massively Multiplayer', 'Multiplayer']"
391180,"['Indie', 'Action', 'Adventure']"
245150,"['Indie', 'Adventure', 'Casual']"
298950,"['Indie', 'Adventure']"
396120,['Not Game']
319230,"['Indie', 'Adventure', 'Strategy']"
434980,"['Indie', 'Action', 'Adventure', 'Strategy', 'RPG']"
439740,"['Indie', 'Adventure', 'Casual', 'Early Access']"
390330,"['Indie', 'Action', 'Adventure', 'Casual']"
416370,"['Adventure', 'Casual']"
354560,"['Indie', 'Strategy']"
506590,"['Indie', 'Casual', 'Simulation', 'Racing']"
262490,"['Design & Illustration', 'Animation & Modeling', 'Web Publishing', 'Mod']"
214230,['Not Game']
338140,"['Indie', 'Action', 'Adventure', 'RPG']"
352960,"['Indie', 'Action']"
22130,['Strategy']
438310,"['Action', 'Simulation', 'Early Access', 'Sports']"
373620,"['Indie', 'Action']"
296570,['RPG']
502300,['Not Game']
451700,"['Indie', 'Adventure', 'Strategy']"
425684,['Not Game']
304030,['Not Game']
272300,['Utilities']
31130,['Not Game']
39530,['Action']
460150,"['Indie', 'Casual', 'Simulation']"
355460,['Not Game']
460160,"['Adventure', 'Casual']"
511670,['Not Game']
108100,['Not Game']
341940,['Not Game']
374734,['Not Game']
397040,"['Action', 'RPG', 'Free to Play', 'Massively Multiplayer', 'Multiplayer']"
259620,"['Indie', 'Action', 'RPG']"
314560,"['Indie', 'Action', 'Adventure', 'RPG']"
6200,['Strategy']
336040,"['Indie', 'Action', 'Strategy', 'RPG', 'Free to Play']"
217290,"['Indie', 'Action', 'RPG']"
11480,['Strategy']
322580,['Not Game']
216610,['Not Game']
340110,['Not Game']
488330,"['Indie', 'Action']"
399900,"['Indie', 'Sports', 'Racing']"
9160,['Action']
428760,"['Indie', 'Action', 'Casual']"
361280,"['Indie', 'Strategy', 'Simulation']"
462100,"['Indie', 'Action', 'Early Access']"
10410,['Not Game']
251890,['Not Game']
321030,['Indie']
346270,['Not Game']
336280,"['Indie', 'RPG']"
500810,['RPG']
24650,['Simulation']
503300,"['Indie', 'Adventure', 'Simulation']"
260730,"['Action', 'Strategy']"
1530,['Indie']
442700,['Not Game']
354680,"['Indie', 'Adventure', 'Casual']"
475100,['Not Game']
310060,"['Indie', 'Adventure', 'Strategy', 'Simulation', 'RPG']"
35140,"['Action', 'Adventure']"
65260,['Not Game']
335150,['Free to Play']
318020,['Strategy']
329320,"['Indie', 'Action', 'Casual']"
25860,['Strategy']
494830,['Not Game']
458560,"['Action', 'Free to Play']"
108710,"['Action', 'Adventure']"
436870,"['Indie', 'Action', 'Casual', 'RPG']"
427760,['Not Game']
340400,"['Indie', 'RPG']"
458030,"['Strategy', 'Early Access']"
25800,['Strategy']
371430,"['Indie', 'Action', 'Strategy', 'RPG']"
519572,['Not Game']
215390,"['Action', 'Simulation']"
212700,"['Indie', 'Action', 'Adventure']"
65700,['Not Game']
9060,['Action']
281390,['Strategy']
228560,['Not Game']
435460,"['Indie', 'Action', 'Casual']"
324510,"['Indie', 'Action', 'Adventure', 'RPG', 'Massively Multiplayer', 'Multiplayer']"
6100,['Not Game']
376140,"['Indie', 'Strategy', 'Free to Play', 'Massively Multiplayer', 'Multiplayer']"
523325,['Not Game']
480780,['Indie']
209060,"['Indie', 'Action']"
321150,"['Indie', 'Adventure', 'Casual']"
311840,"['Indie', 'Casual', 'Strategy', 'Simulation']"
65720,['Not Game']
422250,"['Indie', 'Action', 'Adventure', 'Casual']"
428460,"['Indie', 'Casual', 'Strategy']"
392260,"['Indie', 'RPG']"
407620,"['Indie', 'Action', 'Early Access']"
7400,['Not Game']
3530,['Casual']
350150,"['Indie', 'Action', 'Early Access']"
409590,"['Indie', 'Action', 'Adventure', 'Simulation', 'RPG', 'Early Access']"
312010,"['Action', 'Adventure']"
239140,['Not Game']
496070,['Not Game']
313690,"['Action', 'Adventure']"
310510,"['Indie', 'Action', 'Adventure', 'Strategy', 'RPG']"
354830,['Not Game']
9990,['Not Game']
357300,['Indie']
24670,['Simulation']
335660,"['Indie', 'Adventure', 'Casual']"
247950,['Not Game']
228260,"['Indie', 'Strategy', 'RPG']"
336670,['Free to Play']
358220,"['Action', 'Adventure']"
374739,['Not Game']
362400,"['Strategy', 'Free to Play']"
272600,"['Indie', 'Adventure']"
4760,['Strategy']
207370,"['Indie', 'Action']"
358360,['Action']
389680,"['Strategy', 'Simulation']"
281130,['Not Game']
324160,"['Adventure', 'Casual']"
489700,"['Indie', 'Action']"
450850,"['Indie', 'Strategy', 'Early Access']"
230070,"['Indie', 'RPG']"
463870,"['Indie', 'Action', 'Early Access']"
476450,['Indie']
351570,['Not Game']
368180,"['Indie', 'Action', 'Casual', 'Simulation', 'Racing']"
319450,"['Indie', 'Adventure']"
359300,"['Indie', 'Action', 'Adventure', 'RPG']"
385250,['Casual']
464670,"['Indie', 'Action', 'Adventure', 'RPG']"
270410,"['Indie', 'Action']"
355560,"['Indie', 'Action', 'Adventure', 'Racing']"
384439,['Not Game']
298050,['Strategy']
347440,"['Indie', 'Adventure']"
436320,['Not Game']
498050,"['Adventure', 'Casual']"
243320,['Not Game']
273390,['Not Game']
387090,"['Indie', 'Adventure', 'Strategy', 'Simulation', 'RPG']"
297090,['Not Game']
446470,['Simulation']
351820,['Action']
206740,['Not Game']
17810,['Not Game']
427730,"['Indie', 'Action', 'Casual']"
331470,"['Indie', 'Adventure', 'Casual', 'Free to Play']"
327740,['Action']
41050,"['Indie', 'Action']"
33340,['Strategy']
297210,"['Indie', 'Casual', 'Strategy', 'RPG', 'Free to Play']"
214790,"['Indie', 'Adventure', 'Strategy']"
316620,['Design & Illustration']
432500,"['Indie', 'Strategy', 'Early Access']"
46260,"['Strategy', 'RPG']"
422420,"['Indie', 'Casual', 'Strategy', 'Simulation', 'Early Access']"
493760,"['Indie', 'Adventure', 'RPG']"
2210,['Not Game']
1700,['RPG']
232010,"['Indie', 'Simulation']"
260210,['Not Game']
306490,"['Strategy', 'Simulation']"
251490,['Indie']
61010,['Not Game']
511830,['Not Game']
375430,"['Indie', 'Adventure', 'RPG']"
381890,['Indie']
280910,"['Indie', 'Action', 'Racing']"
22230,"['Indie', 'Action', 'Strategy', 'Racing']"
308360,"['Indie', 'Casual']"
239720,['Action']
96900,"['Indie', 'Action', 'Strategy']"
456450,['Not Game']
349210,['Not Game']
406170,"['Indie', 'Action', 'Adventure']"
278080,['Action']
377870,['Action']
449470,"['Adventure', 'RPG', 'Free to Play', 'Massively Multiplayer', 'Multiplayer']"
236490,"['Indie', 'Action']"
283980,"['Adventure', 'Casual']"
285030,['Not Game']
469900,"['Indie', 'Strategy', 'Free to Play']"
330450,"['Indie', 'Action', 'Casual']"
355840,"['Action', 'RPG', 'Early Access', 'Free to Play', 'Massively Multiplayer', 'Multiplayer']"
38070,"['Casual', 'Simulation']"
9200,['Not Game']
11280,"['Indie', 'Action', 'Casual']"
418430,"['Indie', 'Action', 'Adventure', 'Strategy', 'RPG', 'Early Access']"
205810,"['Strategy', 'Simulation', 'RPG']"
324400,"['Indie', 'Strategy']"
297860,"['Action', 'Racing']"
384690,"['Indie', 'Action']"
258700,['Not Game']
290320,"['Indie', 'Action', 'Adventure']"
342090,"['Indie', 'Adventure', 'RPG']"
433960,"['Indie', 'Adventure', 'Early Access']"
428270,"['Adventure', 'Casual']"
37940,['Not Game']
19030,"['Action', 'Adventure']"
412970,"['Indie', 'Action', 'Casual']"
356670,"['Indie', 'Action', 'Adventure', 'Free to Play']"
512740,"['Indie', 'Casual']"
211670,['Not Game']
342180,['Not Game']
337350,"['Indie', 'Action', 'Casual']"
450030,"['Indie', 'Action', 'Adventure']"
366670,"['Indie', 'Adventure', 'Casual']"
248820,"['Indie', 'Action', 'RPG']"
363070,['Casual']
24850,['Not Game']
374700,['Not Game']
205070,"['Indie', 'Action']"
269590,"['Indie', 'Strategy', 'RPG', 'Early Access']"
288840,['Adventure']
35470,['Not Game']
438720,"['Indie', 'RPG', 'Free to Play', 'Massively Multiplayer', 'Multiplayer']"
12120,['Not Game']
11170,['Not Game']
327450,"['Indie', 'Adventure', 'Casual']"
12460,['Strategy']
465170,"['Adventure', 'Casual']"
243890,"['Education', 'Software', 'Software Training']"
259490,"['Indie', 'Action', 'Sports']"
252030,"['Indie', 'Action', 'RPG']"
355970,"['Indie', 'Adventure']"
255300,"['Indie', 'Adventure']"
436350,['Not Game']
416170,"['Action', 'Adventure']"
231330,"['Action', 'Adventure']"
279440,"['Indie', 'Adventure', 'RPG']"
395420,"['Indie', 'Adventure', 'RPG']"
61600,"['Indie', 'Casual']"
415990,"['Indie', 'Casual']"
351710,['Not Game']
435480,['Racing']
432010,"['Indie', 'Casual', 'Simulation', 'RPG']"
95900,"['Action', 'Simulation']"
13560,['Action']
506550,['Not Game']
374640,"['Indie', 'Strategy', 'Simulation']"
272510,"['Action', 'Adventure']"
234900,"['Indie', 'Action', 'Adventure']"
266250,"['Indie', 'Action']"
244770,"['Indie', 'Action', 'Adventure', 'Strategy', 'Simulation', 'RPG', 'Early Access']"
356790,"['Indie', 'Action']"
388080,['Utilities']
353360,"['Indie', 'Free to Play']"
327440,"['Indie', 'Action', 'Adventure', 'Casual', 'RPG']"
391050,['Utilities']
225200,"['Casual', 'Simulation']"
365760,"['Indie', 'Action']"
369310,"['Indie', 'Casual', 'Strategy']"
461390,"['Indie', 'Adventure']"
287100,"['Indie', 'Action']"
72200,"['Indie', 'Casual', 'Simulation']"
15740,"['Action', 'Adventure', 'Strategy']"
280540,"['Indie', 'Casual', 'Strategy', 'Simulation']"
408060,"['Indie', 'Action', 'Adventure', 'RPG']"
427770,"['Indie', 'Action']"
283100,"['Indie', 'Action', 'RPG', 'Early Access', 'Massively Multiplayer', 'Multiplayer']"
340330,"['Indie', 'Adventure', 'Strategy', 'RPG']"
243020,['Not Game']
439950,"['Indie', 'Action', 'Adventure', 'RPG', 'Early Access']"
317760,"['Indie', 'RPG']"
456610,['Not Game']
385240,['Simulation']
39660,"['Strategy', 'Simulation']"
434290,['Indie']
319830,"['Indie', 'Action', 'Simulation']"
16040,['Casual']
22100,['Not Game']
243800,"['Action', 'Sports', 'Racing']"
289400,"['Action', 'Adventure', 'Simulation']"
202670,['Adventure']
4580,['Not Game']
223730,"['Indie', 'Action', 'Adventure']"
260190,"['Action', 'Adventure']"
435120,"['Indie', 'Adventure']"
520820,"['Indie', 'Adventure', 'Strategy', 'RPG']"
16500,"['Indie', 'Casual']"
402020,['Adventure']
308060,['Not Game']
251630,['Indie']
389530,"['Indie', 'Action', 'Strategy', 'Early Access', 'Free to Play', 'Massively Multiplayer', 'Multiplayer']"
444090,"['Action', 'Free to Play']"
354050,"['Indie', 'Action', 'Strategy']"
373670,"['Indie', 'Action', 'Casual']"
286440,"['Indie', 'Action', 'Strategy']"
433280,['Strategy']
402595,['Not Game']
399060,['Not Game']
485570,"['Indie', 'Adventure', 'RPG']"
384453,['Not Game']
51100,['Not Game']
225360,['Not Game']
407090,['Not Game']
334840,"['Indie', 'Action']"
41900,"['Action', 'Adventure', 'RPG']"
429430,"['Indie', 'Action', 'Adventure', 'Early Access']"
253570,"['Indie', 'Action']"
298220,"['Indie', 'Simulation']"
391130,"['Indie', 'Action']"
333120,"['Indie', 'Casual']"
243220,['Indie']
432080,"['Indie', 'Action', 'Adventure', 'Casual', 'Simulation', 'RPG', 'Massively Multiplayer', 'Multiplayer']"
71000,"['Indie', 'Action', 'Simulation']"
35320,['Racing']
35800,"['Indie', 'Casual']"
215374,"['Strategy', 'Simulation']"
463760,"['Indie', 'Adventure', 'Casual']"
206180,['Not Game']
485440,"['Indie', 'Strategy', 'Early Access']"
315430,"['Indie', 'Action', 'Adventure', 'Strategy']"
370300,"['Indie', 'Adventure', 'RPG']"
220200,"['Indie', 'Simulation']"
392620,"['Indie', 'Strategy', 'RPG']"
231200,"['Indie', 'Adventure']"
404640,"['Indie', 'Strategy', 'Simulation']"
296010,"['Indie', 'Action', 'RPG']"
318570,"['Indie', 'Strategy']"
498940,"['Action', 'Simulation', 'Massively Multiplayer', 'Multiplayer']"
416880,['Not Game']
448130,['Not Game']
412470,"['Action', 'Early Access', 'Free to Play', 'Massively Multiplayer', 'Racing', 'Multiplayer']"
312920,['Sports']
312440,['Strategy']
390920,"['Indie', 'Strategy']"
31910,['Adventure']
37240,['Simulation']
214830,"['Action', 'Casual', 'RPG']"
459020,"['Indie', 'Adventure', 'Simulation', 'RPG']"
367010,"['Indie', 'Adventure']"
232890,"['Strategy', 'Simulation']"
497260,"['Casual', 'Simulation']"
37930,['Not Game']
342150,"['Action', 'Strategy', 'Free to Play']"
287960,"['Indie', 'Strategy']"
212480,"['Sports', 'Racing']"
207400,['Action']
261760,"['Indie', 'Action', 'RPG']"
25840,['Not Game']
343070,['Simulation']
365090,"['Indie', 'Action']"
397700,"['Indie', 'Action', 'Adventure']"
462220,['Casual']
335790,"['Indie', 'Action', 'Adventure', 'Casual']"
11140,['Adventure']
382850,['Not Game']
19930,['Strategy']
331500,"['Action', 'Strategy']"
296870,"['Indie', 'Adventure', 'Casual']"
469890,['Casual']
58560,['Adventure']
440520,['Utilities']
336700,"['Indie', 'Casual']"
285440,"['Indie', 'Action']"
382770,['Not Game']
329630,['Strategy']
229520,"['Indie', 'Casual', 'Strategy']"
302370,['Adventure']
473670,"['Indie', 'Simulation']"
449960,"['Indie', 'Action', 'Adventure', 'Casual', 'RPG', 'Early Access']"
27000,"['Indie', 'Adventure']"
521130,"['Indie', 'Casual', 'Strategy']"
394550,"['Indie', 'Action']"
214170,['RPG']
352430,"['Indie', 'Strategy', 'Simulation', 'Early Access']"
285580,"['Indie', 'Action', 'Strategy', 'Early Access', 'Free to Play', 'Sports']"
209830,['Not Game']
38170,['Casual']
4000,"['Indie', 'Simulation']"
24640,['Simulation']
461820,"['Casual', 'RPG', 'Free to Play']"
463550,"['Indie', 'Action']"
216570,['Not Game']
57650,"['Strategy', 'RPG']"
202990,['Not Game']
415800,"['Action', 'Simulation']"
504840,['Not Game']
15910,['Casual']
265970,"['Strategy', 'RPG']"
3820,['Not Game']
260790,"['Indie', 'Action', 'Adventure']"
350310,['Action']
98100,"['Indie', 'Adventure', 'Casual']"
15520,"['Indie', 'Action', 'Sports']"
299580,"['Indie', 'Action', 'Adventure', 'Early Access']"
399270,"['Indie', 'Action', 'RPG']"
201040,['Not Game']
217790,['Simulation']
375900,['Not Game']
349280,"['Early Access', 'Utilities', 'Education', 'Software', 'Software Training']"
16030,['Casual']
25500,"['Indie', 'Simulation', 'Sports']"
370970,"['Indie', 'Action', 'Casual']"
279900,"['Indie', 'Adventure']"
236970,['Adventure']
508180,"['Indie', 'Action', 'Adventure', 'Casual', 'Strategy']"
435790,"['Indie', 'Action']"
204100,['Not Game']
431560,"['Indie', 'Action']"
495460,['Not Game']
36190,['Casual']
357370,['Indie']
394990,"['Indie', 'Action']"
316810,"['Indie', 'Action']"
373600,"['Indie', 'Action']"
445840,"['Indie', 'Action', 'Adventure', 'Casual']"
315460,"['Indie', 'Action', 'Strategy', 'RPG']"
434230,"['Indie', 'Action', 'Casual', 'Strategy']"
294700,"['Adventure', 'Casual']"
4560,['Not Game']
450570,"['Casual', 'Simulation']"
348960,"['Adventure', 'Casual']"
259960,"['Indie', 'Casual']"
374717,['Not Game']
477950,"['Indie', 'Action']"
3000,['Not Game']
319510,"['Indie', 'Simulation']"
263060,"['Indie', 'Action']"
402260,['Not Game']
508950,"['Indie', 'Action', 'Adventure']"
352900,"['Indie', 'Action', 'Racing']"
384450,['Not Game']
50640,['Not Game']
351040,['Not Game']
252010,"['Indie', 'Action']"
502770,"['Indie', 'Casual', 'Simulation']"
70210,"['Indie', 'Adventure', 'Casual', 'Simulation']"
41700,"['Action', 'RPG']"
92200,"['Indie', 'Action']"
456780,"['Simulation', 'Sports', 'Racing']"
92220,"['Indie', 'Action']"
213650,"['Indie', 'Casual', 'Strategy', 'Free to Play']"
520180,['Not Game']
393610,"['Indie', 'Action']"
238890,"['Indie', 'Strategy', 'Simulation']"
370170,"['Indie', 'Casual']"
453730,"['Indie', 'Adventure', 'RPG']"
375530,"['Indie', 'Strategy', 'Simulation', 'Sports']"
242840,"['Indie', 'Action', 'Adventure', 'RPG']"
382650,['Not Game']
423770,"['Indie', 'Adventure', 'Simulation', 'RPG']"
329380,"['Indie', 'Action', 'Adventure']"
466720,['Not Game']
315440,"['Action', 'Adventure']"
319730,"['Action', 'Strategy', 'RPG', 'Free to Play', 'Massively Multiplayer', 'Multiplayer']"
235320,"['Indie', 'Strategy']"
64000,['Strategy']
38030,['Not Game']
48720,"['Action', 'RPG']"
344910,"['Indie', 'Action', 'Adventure']"
270330,"['Indie', 'Action', 'Adventure']"
267670,['RPG']
388830,"['Indie', 'Casual', 'Early Access']"
371220,"['Indie', 'Adventure', 'RPG']"
70400,"['Indie', 'RPG']"
207150,"['Indie', 'Action', 'Strategy']"
322500,"['Indie', 'Action']"
419220,['Not Game']
32410,['Casual']
519577,['Not Game']
299600,"['Indie', 'RPG']"
290650,['Not Game']
356100,"['Indie', 'Casual', 'Strategy']"
305660,"['Indie', 'Action', 'Casual', 'Strategy', 'Simulation', 'Early Access']"
371520,"['Indie', 'Strategy', 'Simulation']"
374732,['Not Game']
356550,"['Indie', 'Adventure', 'Casual', 'Simulation']"
322930,"['Indie', 'Simulation']"
236870,['Not Game']
418310,"['Indie', 'Casual', 'RPG']"
297350,"['Indie', 'Adventure']"
416850,"['Indie', 'Action', 'Casual']"
513420,['Not Game']
363790,['Indie']
6300,"['Adventure', 'RPG']"
397210,['Casual']
247930,['Not Game']
373990,"['Indie', 'Adventure']"
236730,"['Indie', 'Action', 'Strategy']"
250030,"['Indie', 'Adventure']"
252850,"['Indie', 'Action', 'Early Access', 'Sports']"
396640,"['Indie', 'Action', 'Adventure', 'RPG']"
375870,"['Indie', 'Early Access']"
485450,"['Indie', 'Casual', 'Strategy']"
407680,"['Indie', 'Casual', 'Simulation']"
341000,"['Indie', 'Casual', 'Strategy', 'Simulation']"
403830,['Adventure']
356500,"['Action', 'Strategy']"
332330,['Action']
286930,"['Indie', 'Action', 'RPG']"
375290,"['Indie', 'Action']"
513200,['Not Game']
360640,"['Casual', 'Strategy']"
316480,"['Indie', 'Adventure']"
344300,"['Indie', 'Action']"
398210,"['Indie', 'Adventure']"
11190,"['Adventure', 'RPG']"
403120,"['Adventure', 'Casual', 'Simulation']"
12250,['Not Game']
289280,['Action']
378750,['Not Game']
283390,['Action']
264320,"['Adventure', 'Casual']"
371970,"['Indie', 'Action', 'Adventure', 'RPG']"
407510,['Not Game']
262650,"['Animation & Modeling', 'Mod']"
454190,"['Indie', 'Casual']"
453720,"['Indie', 'Adventure']"
357010,['Not Game']
382070,"['Indie', 'Adventure']"
363580,['Indie']
392470,['Strategy']
367430,"['Indie', 'Action', 'Casual', 'Sports']"
319550,"['Casual', 'Racing']"
365200,"['Indie', 'Action', 'Casual']"
498830,"['Indie', 'Action', 'Adventure']"
404730,['Not Game']
63610,"['Adventure', 'Casual']"
269350,"['Indie', 'Adventure', 'Early Access']"
364300,"['Indie', 'Strategy', 'Simulation']"
438130,['Not Game']
414580,"['Indie', 'Action', 'Adventure']"
373290,"['Indie', 'Action', 'RPG']"
4790,['Not Game']
200490,['Not Game']
71390,['Not Game']
303840,"['Indie', 'Action', 'Casual']"
452320,"['Indie', 'Strategy']"
361930,"['Indie', 'Casual', 'Simulation']"
266010,"['Indie', 'Casual']"
431990,"['Indie', 'Action']"
322210,"['Indie', 'Action']"
271570,"['Indie', 'Action']"
231140,['Simulation']
443970,"['Utilities', 'Design & Illustration', 'Education', 'Animation & Modeling', 'Software', 'Software Training', 'Mod']"
449560,"['Indie', 'Action', 'Casual']"
356370,"['Free to Play', 'Sports']"
301320,['Not Game']
299110,['Adventure']
427640,"['Action', 'Adventure']"
102810,"['Indie', 'Action', 'Adventure']"
514970,"['Indie', 'Casual', 'Simulation', 'Racing']"
402602,['Not Game']
397740,"['Indie', 'RPG']"
436500,"['Indie', 'Adventure', 'Casual', 'Simulation', 'RPG']"
465130,"['Indie', 'Action']"
265870,"['Indie', 'Adventure', 'Casual', 'Strategy', 'RPG']"
105430,['Not Game']
286360,"['Indie', 'Adventure']"
488040,['Not Game']
402606,['Not Game']
293560,['Not Game']
412490,"['Indie', 'Strategy']"
409000,['RPG']
307900,"['Indie', 'Casual', 'Strategy', 'Simulation']"
469610,['Not Game']
371240,['Not Game']
446050,"['Indie', 'Action']"
315680,"['Indie', 'Adventure', 'Strategy', 'RPG']"
